ACCOUNTS.ACC_SUBVENTION_AMT,Stores the subvention amount
ACCOUNTS.ACC_SUBVENTION_RATE_EFFECTIVE,Stores the subvention effective rate
ACCOUNTS.ACC_SUBVENTION_RENT_FACTOR_EFF,Stores the subvention effective rent factor
ACCOUNTS.ACC_SUPER_PRODUCT_TYPE_CD,Reference key to lookup super product type such as consumer or commercial
ACCOUNTS.ACC_TAM_RUN_DT_NEXT,The next scheduled run date for earning processing
ACCOUNTS.ACC_TAX_CERT_REGN_IND,Indicates if the account is meant for tax exemption
ACCOUNTS.ACC_TAX_EXEMPTION_END_DT,Account tax exemption end date
ACCOUNTS.ACC_TAX_EXEMPTION_IND,Indicates if the account is meant for tax exemption
ACCOUNTS.ACC_TAX_EXEMPTION_REASON_CD,Reference key to lookup reason for tax exemption
ACCOUNTS.ACC_TAX_EXEMPTION_START_DT,Account tax exemption start date
ACCOUNTS.ACC_TAX_LIFE,Account Tax life
ACCOUNTS.ACC_TAX_SALVAGE_VALUE,Tax salvage value
ACCOUNTS.ACC_TERM,Term of the contract(Original)
ACCOUNTS.ACC_TERM_CUR,Term of the contract(Current)
ACCOUNTS.ACC_TERM_PD,Term paid
ACCOUNTS.ACC_TERMINATE_ALLOWED_IND,Indicates if contract is allowed to terminate before maturity date 
ACCOUNTS.ACC_TERMINATE_ALLOWED_IND_CUR,Indicates if contract is allowed to terminate before maturity date currently.
ACCOUNTS.ACC_TERMINATE_BILLED_TERM,Stores the Minimum no. of bills needs to be generated before allowing termination.
ACCOUNTS.ACC_TERMINATE_BILLED_TERM_CUR,Stores the Current Minimum no. of bills needs to be generated before allowing termination.
ACCOUNTS.ACC_TERMINATE_DT,The date on which account was terminated
ACCOUNTS.ACC_TIME_COUNTING_METHOD_CD,Reference key to lookup time counting method
ACCOUNTS.ACC_TIME_ZONE_CD,Stores the Time Zone Code
ACCOUNTS.ACC_TIP_IND,Indicates whether the termination is in progress
ACCOUNTS.ACC_TIP_NEXT_FOLLOWUP_DT,The date on which termination followup is scheduled
ACCOUNTS.ACC_TITLE,The account title as primary and spouse names
ACCOUNTS.ACC_TOTAL_DISCOUNT_RATE,Stores the Total Discount Rate
ACCOUNTS.ACC_TOTAL_DOWN_PMT_AMT,Total down payment amount of contract
ACCOUNTS.ACC_TOTAL_OF_PMTS,Total of all payments or total note amount
ACCOUNTS.ACC_TOTAL_OF_PMTS_ESTIMATED,Total of all payments or total note amount(Estimated)
ACCOUNTS.ACC_TOTAL_SALE_PRC,Total sale price of the asset on contract
ACCOUNTS.ACC_UNDERWRITER_USR_CODE,The underwriter who approved the credit application
ACCOUNTS.ACC_UTILIZATION_REF_NBR,Utilization Reference number  for  account 
ACCOUNTS.ACC_WEL_LTR_JRQ_ID,Reference Key to job request id for welcome letter
ACCOUNTS.ACC_WRITEOFF_TOLERANCE_AMT,The tolerance amount of the small balance writeoff
ACCOUNTS.ACC_YTD_RUN_DT_NEXT,The next scheduled run date for YTD processing
ACCOUNTS.CREATED_BY,Standard Who
ACCOUNTS.CREATION_DATE,Standard Who
ACCOUNTS.LAST_UPDATE_DATE,Standard Who
ACCOUNTS.LAST_UPDATED_BY,Standard Who
ACCOUNTS.ACC_POO_SUPER_POOL,Reference to the super pool id
ACCOUNTS.ACC_RGR_NAME,Reference to Regulatory Rate Name
ACCOUNTS.ACC_RGR_RATE,Account Regulatory Rate Applicable for Imputed Rate Calculation
ACCOUNTS.ACC_CONTRACT_IMPUTED_RATE,Account Imputed Rate
ACCOUNTS.ACC_IMPUTED_INTEREST_IND,Indicates Whether Account Supports Imputed Rate
ACCOUNTS.ACC_TAM_IMP_RUN_DT_LAST,Stores the last date on which imputed interest amortization job is run
ACCOUNTS.ACC_TAM_IMP_RUN_DT_LAST,Archive : Stores the last date on which imputed interest amortization job is run
ACCOUNTS.ACC_TAM_IMP_RUN_DT_LAST,Archive : Stores the last date on which imputed interest amortization job is run
ACCOUNTS.ACC_IMPUTED_RATE_CUR,Current Account Imputed Rate
ACCOUNTS.ACC_RATE_BASE_DEPRECIATION,The base rate for flat rate depreciation
ACCOUNTS.ACC_DUE_USAGE_CHARGE_AMT,Usage Fees due for the account billing cycle
ACCOUNTS.ACC_RATE_BONUS_DEPRECIATION,The bonus rate for flat rate depreciation
ACCOUNTS.ACC_RATE_ADJ_DEPRECIATION,The adjusted rate for flat rate depreciation
ACCOUNTS.ACC_DISCOUNT_AMT,Discount Amount applicable for Rental Billing
ACCOUNTS.ACC_MAX_USAGE,Maximum units allowed per cycle for Usage Rental.
ACCOUNTS.ACC_CHARGE_CALC_METHOD_CD,Charge caluclation method code for Tiered / Non Tiered.
ACCOUNTS.ACC_AGREEMENT_TYPE_CD,Agreement type Code - Usage/Rental/Undefined.
ACCOUNTS.ACC_DISCOUNT_PER,Discount Percentage applicable for Rental Billing/usage history
ACCOUNTS.ACC_DEPRECIATION_DT_LAST,The last date on which the depreciation was handed off to the GL
ACCOUNTS.ACC_EXCESS_RENT_COL_METHOD_CD,Excess rent colculation method code for Actual/Average.
ACCOUNTS.ACC_RENT_START_DATE,Rental Start date with timestamp
ACCOUNTS.ACC_CRB_ORIGINAL_CHGOFF_AMT,Original charged off Amount
ACCOUNTS.ACC_RENT_END_DATE,Rental End Date with timestamp
ACCOUNTS.ACC_MASTER_ACC_IND,Indicates if the account is master account or not
ACCOUNTS.ACC_MASTER_ACC_NBR,Master account number of the account
ACCOUNTS.ACC_STMT_CONSOLIDATE_IND,Account statement consolidation indicator
ACCOUNTS.ACC_STMT_CONSOLIDATE_IND_CUR,Account current statement consolidation indicator
ACCOUNTS.ACC_SEC_ENABLED_IND,Account Securitization indicator
ACCOUNTS.ACC_MASTER_XREF_NBR,External reference number for master accounts.
ACCOUNTS.ACC_DUE_CAT6 ,Delinquency category of 6 cycle old due date
ACCOUNTS.ACC_CLASS_TYPE_CD ,Identifies the classification type of Account such as Individual  Business only  SME 
ACCOUNTS.ACC_DUE_CAT7,Delinquency category of 7 cycle old due date
ACCOUNTS.ACC_UDF1_CHAR,To Store Customer Specific data
ACCOUNTS.ACC_UDF2_CHAR,To Store Customer Specific data
ACCOUNTS.ACC_UDF3_CHAR,To Store Customer Specific data
ACCOUNTS.ACC_UDF4_CHAR,To Store Customer Specific data
ACCOUNTS.ACC_UDF5_CHAR,To Store Customer Specific data
ACCOUNTS.ACC_UDF6_CHAR,To Store Customer Specific data
ACCOUNTS.ACC_UDF7_CHAR,To Store Customer Specific data
ACCOUNTS.ACC_UDF8_CHAR,To Store Customer Specific data
ACCOUNTS.ACC_UDF9_CHAR,To Store Customer Specific data
ACCOUNTS.ACC_UDF10_CHAR,To Store Customer Specific data
ACCOUNTS.ACC_UDF1_NUM,To Store Customer Specific data
ACCOUNTS.ACC_UDF2_NUM,To Store Customer Specific data
ACCOUNTS.ACC_UDF3_NUM,To Store Customer Specific data
ACCOUNTS.ACC_UDF4_NUM,To Store Customer Specific data
ACCOUNTS.ACC_UDF5_NUM,To Store Customer Specific data
ACCOUNTS.ACC_UDF6_NUM,To Store Customer Specific data
ACCOUNTS.ACC_UDF7_NUM,To Store Customer Specific data
ACCOUNTS.ACC_UDF8_NUM,To Store Customer Specific data
ACCOUNTS.ACC_UDF9_NUM,To Store Customer Specific data
ACCOUNTS.ACC_UDF10_NUM,To Store Customer Specific data
ACCOUNTS.ACC_UDF11_NUM,To Store Customer Specific data
ACCOUNTS.ACC_UDF12_NUM,To Store Customer Specific data
ACCOUNTS.ACC_UDF13_NUM,To Store Customer Specific data
ACCOUNTS.ACC_UDF14_NUM,To Store Customer Specific data
ACCOUNTS.ACC_UDF15_NUM,To Store Customer Specific data
ACCOUNTS.ACC_UDF16_NUM,To Store Customer Specific data
ACCOUNTS.ACC_UDF17_NUM,To Store Customer Specific data
ACCOUNTS.ACC_UDF18_NUM,To Store Customer Specific data
ACCOUNTS.ACC_UDF19_NUM,To Store Customer Specific data
ACCOUNTS.ACC_UDF20_NUM,To Store Customer Specific data
ACCOUNTS.ACC_UDF21_NUM,To Store Customer Specific data
ACCOUNTS.ACC_UDF22_NUM,To Store Customer Specific data
ACCOUNTS.ACC_UDF23_NUM,To Store Customer Specific data
ACCOUNTS.ACC_UDF24_NUM,To Store Customer Specific data
ACCOUNTS.ACC_UDF25_NUM,To Store Customer Specific data
ACCOUNTS.ACC_UDF26_NUM,To Store Customer Specific data
ACCOUNTS.ACC_UDF27_NUM,To Store Customer Specific data
ACCOUNTS.ACC_UDF28_NUM,To Store Customer Specific data
ACCOUNTS.ACC_UDF29_NUM,To Store Customer Specific data
ACCOUNTS.ACC_UDF30_NUM,To Store Customer Specific data
ACCOUNTS.ACC_UDF1_DATE,To Store Customer Specific data
ACCOUNTS.ACC_UDF2_DATE,To Store Customer Specific data
ACCOUNTS.ACC_UDF3_DATE,To Store Customer Specific data
ACCOUNTS.ACC_UDF4_DATE,To Store Customer Specific data
ACCOUNTS.ACC_UDF5_DATE,To Store Customer Specific data
ACCOUNTS.ACC_UDF6_DATE,To Store Customer Specific data
ACCOUNTS.ACC_UDF7_DATE,To Store Customer Specific data
ACCOUNTS.ACC_UDF8_DATE,To Store Customer Specific data
ACCOUNTS.ACC_UDF9_DATE,To Store Customer Specific data
ACCOUNTS.ACC_UDF10_DATE,To Store Customer Specific data
ACCOUNTS.ACC_PAH_HIERARCHY_CODE,Payment Hierarchy Code
ACCOUNTS.ACC_MULTI_BILL_ASSET_RATE_IND,Indicates whether multiple asset rates are applicable for one billing period or not
ACCOUNTS.ACC_LINKED_ACC_NBR,Indicates the linked account number for an account
ACCOUNTS.ACC_EQUITY_OUT_AMT,Equity out amount transferred during trade.
ACCOUNTS.ACC_TOTAL_DOWN_PMT_AMT_PD,Total down payment amount paid.
ACCOUNTS.ACC_EQUITY_AMT,Trade equity amount of an account
ACCOUNTS.ACC_EQUITY_IN_AMT,Equity in amount transferred during trade.
ACCOUNTS.ACC_MOCK_PRE_STMT_DAYS_CUR,The number of days before the mock statement has to be generated
ACCOUNTS.ACC_MOCK_STMT_CYCLE_CD_CUR,Number of Cycle Mock Statement to be generated
ACCOUNTS.ACC_REVREC_MTHLY_QUALIFIER_IND,Revenue recongnition month end qualification indicator 
ACCOUNTS.ACC_REVREC_TARGET_EQUITY_AMT,Revenue recongnition target equity amount
ACCOUNTS.ACC_REVREC_QUALIFIER_DT_LAST,Revenue recongnition last qulification indicator updated date
ACCOUNTS.ACC_REVREC_QUALIFIER_IND,Revenue recongnition daily qulification indicator 
ACCOUNTS.ACC_MOCK_STMT_REQ_IND_CUR,CUR column to hold the latest Mock Statement Required Indicator.
ACCOUNTS.ACC_REVREC_QUALIFIER_DT,Revenue recongnition qulification date
ACCOUNTS.ACC_REVREC_MTHLY_RUN_DT_NEXT,Next run date for Revenue recongnition month end qualification
ACCOUNTS.ACC_REVREC_DLY_RUN_DT_NEXT,Next run date for Revenue recongnition daily qualification
ACCOUNTS.ACC_REVREC_EQUITY_AMT,Revenue recongnition equity amount
ACCOUNTS.ACC_STOP_CORR_IND,Indicates if account correspondence must be stopped
ACCOUNTS.ACC_EVG_AUTO_POST_MAT_IND,Indicates Account is applicable for auto post evergreen transaction on maturity
ACCOUNTS.ACC_EVG_NBR_UNPAID_BILLS,Number of unpaid bills allowed to auto post evergreen txn
ACCOUNTS.ACC_EVG_UNPAID_BILLS_PERC,Percentage of unpaid bills allowed to auto post evergreen txn
ACCOUNTS.ACC_EVG_PMT_AMT_METHOD,Evergreen payment amount derivation method code to auto post evergreen txn
ACCOUNTS.ACC_EVG_VALUE,Auto post evergreen transaction value depending on method code
ACCOUNTS.ACC_EVG_GRACE_DAYS,Grace days to Auto post evergreen transaction
ACCOUNTS.ACC_EVG_EXT_TERM,Evergreen extension term while Auto post evergreen transaction
ACCOUNTS.ACC_EVG_AUTO_POST_MAT_IND_CUR,Indicates Account is applicable for auto post evergreen transaction on maturity
ACCOUNTS.ACC_EVG_NBR_UNPAID_BILLS_CUR,Number of unpaid bills allowed to auto post evergreen txn
ACCOUNTS.ACC_EVG_UNPAID_BILLS_PERC_CUR,Percentage of unpaid bills allowed to auto post evergreen txn
ACCOUNTS.ACC_EVG_PMT_AMT_METHOD_CUR,Evergreen payment amount derivation method code to auto post evergreen txn
ACCOUNTS.ACC_EVG_VALUE_CUR,Auto post evergreen transaction value depending on method code
ACCOUNTS.ACC_EVG_GRACE_DAYS_CUR,Grace days to Auto post evergreen transaction
ACCOUNTS.ACC_EVG_EXT_TERM_CUR,Evergreen extension term while Auto post evergreen transaction
ACCOUNTS.ACC_CPT_IND,Indicates whether the account is enabled for capitalized or not
ACCOUNTS.ACC_CPT_FREQUENCY_CD,Capitalization Frequency
ACCOUNTS.ACC_CPT_GRACE_DAYS,Grace days provided before executing the Capitalization
ACCOUNTS.ACC_CPT_RUN_DT_NEXT,Capitalization next Run Date
ACCOUNTS.ACC_CPT_START_BASIS_CD,Capitalization Start basis code
ACCOUNTS.ACC_CPT_TOLERANCE_AMT,Tolerance amount used for calculating capitalization
ACCOUNTS.ACC_CPT_IND_CUR,Indicates the account is enabled for capitalization(Current) 
ACCOUNTS.ACC_CPT_FREQUENCY_CD_CUR,Frequency code for Capitalization(Current)
ACCOUNTS.ACC_CPT_START_BASIS_CD_CUR,Capitalization Start basis code(Current)
ACCOUNTS.ACC_CPT_GRACE_DAYS_CUR,Number of grace days for account to be Capitalized(Current)
ACCOUNTS.ACC_CPT_TOLERANCE_AMT_CUR,Tolerance amount considered before capitalization(Current)
ACCOUNTS.ACC_EVG_PMT_AMT_METHOD_CD_CUR,Evergreen payment amount derivation method code to auto post evergreen txn
ACCOUNTS.ACC_MOCK_STMT_REQ_IND,Indicates the account should be included in Mock statement Generation or not
ACCOUNTS.ACC_MOCK_START_MONTH_CD,Indicates the start month of Mock Statements period
ACCOUNTS.ACC_MOCK_STMT_CYCLE_CD,Used to derive the end month of the Mock Statements period
ACCOUNTS.ACC_MOCK_PRE_STMT_DAYS,The number of days before the mock statement has to be generated
ACCOUNTS.ACC_LINKED_XREF_NBR,Original system reference number for the linked accounts
ACCOUNTS.ACC_MOCK_DDT_RUN_DT_NEXT,Date on which the next mock billing should run
ACCOUNTS.ACC_CUP_RUN_DT_NEXT,Next date on which the User Defined Batch job wil run
ACCOUNTS.ACC_PRD_CRB_BUREAU_SKIP_IND,Reference Key to Portfolio Company Branch
ACCOUNTS.ACC_ALLOW_REPO_ON_SCRA_IND,Indicator to state if SCRA is allowed on Reposession
ACCOUNTS.ACC_EVG_PMT_AMT_METHOD_CD,Evergreen payment amount derivation method code to auto post evergreen txn
ACCOUNTS.ACC_PMT_MODE_CD,Reference lookup to Accounts payment mode current (cash/check)
ACCOUNTS.ACC_PMT_MODE_CD_CUR,Reference lookup to Accounts payment mode current (cash/check)
ACCOUNTS.ACC_LINK_EXISTING_ASSET_IND,Indicator to check if the Existing Asset to be linked
ACCOUNTS.ACC_LINK_EXISTING_BUSINESS_IND,Account linked to existing business indicator (Y/N)
ACCOUNTS.ACC_LTC_MASTER_CONSOL_IND,Indicates if Late Charge consolidation on master account allowed or not
ACCOUNTS.ACC_CBL_MASTER_CONSOL_IND,Indicates if Cycle Based Late Fee consolidation on master account allowed or not
ACCOUNTS.ACC_CBC_MASTER_CONSOL_IND,Indicates if Cycle Based Collection Late Fee consolidation on master account allowed or not
ACCOUNTS.ACC_CBL_IND,Indicates if Cycle Based Late fee allowed or not
ACCOUNTS.ACC_CBC_IND,Indicates if Cycle Based Collection Late fee allowed or not
ACCOUNTS.ACC_CBL_GRACE_DAYS,Number of grace days for Cycle Based Late Fee
ACCOUNTS.ACC_CBC_GRACE_DAYS,Number of grace days for Cycle Based Collection Late Fee
ACCOUNTS.ACC_LTC_MASTER_CONSOL_IND_CUR,Indicates current value for Late Charge consolidation on master account allowed or not
ACCOUNTS.ACC_CBL_MASTER_CONSOL_IND_CUR,Indicates current value for Cycle Based Late Fee consolidation on master account allowed or not
ACCOUNTS.ACC_CBC_MASTER_CONSOL_IND_CUR,Indicates current value for Cycle Based Collection Late Fee consolidation on master account allowed or not
ACCOUNTS.ACC_LTC_GRACE_DAYS_CUR,Current Number of grace days for Late Charge
ACCOUNTS.ACC_CBL_GRACE_DAYS_CUR,Current Number of grace days for Cycle Based Late Fee
ACCOUNTS.ACC_CBC_GRACE_DAYS_CUR,Current Number of grace days for Cycle Based Collection Late Fee
ACCOUNTS.ACC_CBC_RUN_DT_NEXT,Next effective date of Cycle Based Collection Late fee
ACCOUNTS.ACC_CBL_RUN_DT_NEXT,Next effective date of Cycle Based Late fee
ACCOUNTS.ACC_CRB_SPL_PMT_HISTORY,store previous Payment history  profile value
ACCOUNTS.ACC_PURCHASED_FROM,Stores the name of the company from which the account was purchased in the legacy system
ACCOUNTS.ACC_PURCHASED_DT,Stores the Purchased Date of the account in the legacy system
ACCOUNTS.ACC_MET_PURCHASED_STATUS,Stores the Status Code of Purchased From/Sold for K2 Segment
ACCOUNTS.ACC_RESIDUAL_REDUCTION_PER,Stores the contract residual reduction percentage
ACCOUNTS.ACC_RESIDUAL_REDUCTION_PER_CUR,Stores the current residual reduction percentage
ACCOUNTS.ACC_EVG_PERIOD_IND,Indicates whether the account is in evergreen period
ACCOUNTS.ACC_LEASE_CLOSING_DT,Stores the Lease Closing Date when Calc Method is Amortized
ACCOUNTS.ACC_LEASE_CLOSING_DT_CUR,Stores the Curent Lease Closing Date when Calc Method is Amortized
