key,description
API_CUSTOMERS_PRIMARY.APL_STOP_CORR_IND,APL_STOP_CORR_IND Indicates if customer correspondence must be stopped
API_CUSTOMERS_OTHER.APL_APP_ORIG_SYS_XREF,APL_APP_ORIG_SYS_XREF Original system cross reference for application
API_CUSTOMERS_OTHER.APL_RELATION_TYPE_CD,APL_RELATION_TYPE_CD Relation of applicant such as primary  spouse  secondary  cosigner
API_CUSTOMERS_OTHER.APL_FIRST_NAME,APL_FIRST_NAME First name of applicant
API_CUSTOMERS_OTHER.APL_MIDDLE_NAME,APL_MIDDLE_NAME Applicant middle name
API_CUSTOMERS_OTHER.APL_LAST_NAME,APL_LAST_NAME Applicant last name
API_CUSTOMERS_OTHER.APL_GENERATION_CD,APL_GENERATION_CD Applicant generation such as Jr  Sr  III
API_CUSTOMERS_OTHER.APL_SSN,APL_SSN Nine digit Social Security number
API_CUSTOMERS_OTHER.APL_BIRTH_DT,APL_BIRTH_DT Birth date of applicant
API_CUSTOMERS_OTHER.APL_GENDER_CD,APL_GENDER_CD Gender of applicant  M=male  F=female
API_CUSTOMERS_OTHER.APL_LANGUAGE_CD,APL_LANGUAGE_CD Primary language of applicant such as E (English)  S (Spanish)
API_CUSTOMERS_OTHER.APL_MARITAL_STATUS_CD,APL_MARITAL_STATUS_CD Applicant marital status such as M (Married)  S (Single)
API_CUSTOMERS_OTHER.APL_EMAIL_ADDRESS1,APL_EMAIL_ADDRESS1 Applicant email address
API_CUSTOMERS_OTHER.APL_CLASS_TYPE_CD,APL_CLASS_TYPE_CD Applicant class as defined by Company such as employee
API_CUSTOMERS_OTHER.APL_CRB_ECOA_CD,APL_CRB_ECOA_CD Applicant ECOA code on the liability such as individual  joint contractual liability etc
API_CUSTOMERS_OTHER.APL_RACE_NATIONAL_ORIGIN_CD,APL_RACE_NATIONAL_ORIGIN_CD Applicant national origin
API_CUSTOMERS_OTHER.APA_ADDRESS_NBR,APA_ADDRESS_NBR Numeric portion of address location
API_CUSTOMERS_OTHER.APA_STREET_NAME,APA_STREET_NAME Name of street where address is located
API_CUSTOMERS_OTHER.APA_APT_STE_NBR,APA_APT_STE_NBR Apartment or suite number of address
API_CUSTOMERS_OTHER.APA_ADDRESS1,APA_ADDRESS1 First line of address for this location
API_CUSTOMERS_OTHER.APA_ADDRESS2,APA_ADDRESS2 Second line of address for this location
API_CUSTOMERS_OTHER.APA_ZIP,APA_ZIP 5 Digit Zip Code of applicant address
API_CUSTOMERS_OTHER.APA_CITY,APA_CITY City name of address
API_CUSTOMERS_OTHER.APA_STATE_CD,APA_STATE_CD Name of state where address is located
API_CUSTOMERS_OTHER.APA_ZIP_EXTN,APA_ZIP_EXTN Last 4 digits of Zip Code of applicant address
API_CUSTOMERS_OTHER.APA_COUNTRY_CD,APA_COUNTRY_CD Stores country code for OTHERS applicant address
API_CUSTOMERS_OTHER.APA_PHONE,APA_PHONE The phone number at the address
API_CUSTOMERS_OTHER.APA_OWNERSHIP_CD,APA_OWNERSHIP_CD Indicates if applicant owns or rents property
API_CUSTOMERS_OTHER.APA_LOCATION,APA_LOCATION Identifies MSA (metropolitan statistical area) location
API_CUSTOMERS_OTHER.APA_BLOCK,APA_BLOCK Identifies census tract/block number of address
API_CUSTOMERS_OTHER.APA_COMMENT,APA_COMMENT Comments about applicant address
API_CUSTOMERS_OTHER.APE_NAME,APE_NAME Name of employer
API_CUSTOMERS_OTHER.APE_TITLE,APE_TITLE The actual name of applicant position at employment
API_CUSTOMERS_OTHER.APE_OCCUPATION_CD,APE_OCCUPATION_CD Occupation of applicant such as professional
API_CUSTOMERS_OTHER.APE_ADDRESS1,APE_ADDRESS1 First line of address for this location of employment
API_CUSTOMERS_OTHER.APE_ADDRESS1,APE_ADDRESS1 First line of address for this location of employment
API_CUSTOMERS_OTHER.APE_ADDRESS2,APE_ADDRESS2 Second line of address for this location of employment
API_CUSTOMERS_OTHER.APE_ZIP,APE_ZIP 5 Digit Zip Code of employer address
API_CUSTOMERS_OTHER.APE_CITY,APE_CITY City name of address
API_CUSTOMERS_OTHER.APE_STATE_CD,APE_STATE_CD State code where employment is located
API_CUSTOMERS_OTHER.APE_ZIP_EXTN,APE_ZIP_EXTN Last 4 digits of Zip Code of employer address
API_CUSTOMERS_OTHER.APE_COUNTRY_CD,APE_COUNTRY_CD Stores country code for OTHERS applicant employment address
API_CUSTOMERS_OTHER.APE_PHONE,APE_PHONE Phone number of employer
API_CUSTOMERS_OTHER.APE_PHONE_EXTN,APE_PHONE_EXTN Phone number extension of employer
API_CUSTOMERS_OTHER.APE_COMMENT,APE_COMMENT Comments about applicant address
API_CUSTOMERS_OTHER.APT_MOBILE_NUMBER,APT_MOBILE_NUMBER The mobile number of the customer(Non Primary)
API_CUSTOMERS_OTHER.APT_FAX_NUMBER,APT_FAX_NUMBER The fax number of the customer(Non Primary)
API_CUSTOMERS_OTHER.APT_PAGER_NUMBER,APT_PAGER_NUMBER The pager number of the customer(Non Primary)
API_CUSTOMERS_OTHER.APL_ETHNIC_CD,APL_ETHNIC_CD Ethnic Code
API_CUSTOMERS_OTHER.APA_COUNTRY_CD,APA_COUNTRY_CD Stores country code for OTHERS applicant address
API_CUSTOMERS_OTHER.APE_COUNTRY_CD,APE_COUNTRY_CD Stores country code for OTHERS applicant employment address
API_CUSTOMERS_OTHER.APE_EMPLOYMENT_TYPE_CD,APE_EMPLOYMENT_TYPE_CD Type of the employment such as full time  part time
API_CUSTOMERS_OTHER.APE_STREET_NAME,APE_STREET_NAME Street Name
API_CUSTOMERS_OTHER.APE_APT_STE_NBR,APE_APT_STE_NBR Apartment Number
API_CUSTOMERS_OTHER.APE_ADDRESS_NBR,APE_ADDRESS_NBR Street number of address for this location
API_CUSTOMERS_OTHER.APA_STREET_NAME,APA_STREET_NAME Name of street where address is located
API_CUSTOMERS_OTHER.APA_APT_STE_NBR,APA_APT_STE_NBR Apartment or suite number of address
API_CUSTOMERS_OTHER.APA_ADDRESS_NBR,APA_ADDRESS_NBR Numeric portion of address location
API_CUSTOMERS_OTHER.APL_SALUTATION_TYPE_CD,APL_SALUTATION_TYPE_CD Salutation
API_CUSTOMERS_OTHER.APL_CHRISTIAN_NAME,APL_CHRISTIAN_NAME Applicant Initials
API_CUSTOMERS_OTHER.APL_MAIDEN_MI_NAME,APL_MAIDEN_MI_NAME Applicant Middle Initial
API_CUSTOMERS_OTHER.APL_MAIDEN_NAME,APL_MAIDEN_NAME Applicant Maiden Name
API_CUSTOMERS_OTHER.APL_FULL_NAME,APL_FULL_NAME Applicant Full Name
API_CUSTOMERS_OTHER.APL_PERMIT_TO_STAY_CD,APL_PERMIT_TO_STAY_CD Permission to Stay in the Country
API_CUSTOMERS_OTHER.APL_PERMIT_TO_WORK_CD,APL_PERMIT_TO_WORK_CD Permission to Work in the Country
API_CUSTOMERS_OTHER.APL_SPECIALITY_TYPE_CD,APL_SPECIALITY_TYPE_CD Special Condition for Applicant
API_CUSTOMERS_OTHER.APL_EXISTING_CIF,APL_EXISTING_CIF Existing applicant CIF
API_CUSTOMERS_OTHER.APL_PASSPORT_NBR,APL_PASSPORT_NBR Passport number of customer
API_CUSTOMERS_OTHER.APL_PASSPORT_ISSUE_DT,APL_PASSPORT_ISSUE_DT Passport Issue date of customer
API_CUSTOMERS_OTHER.APL_PASSPORT_EXPIRY_DT,APL_PASSPORT_EXPIRY_DT Passport expiry date of customer
API_CUSTOMERS_OTHER.APL_MSG_PREFERENCE,APL_MSG_PREFERENCE Stores the Message reference
API_CUSTOMERS_OTHER.APL_NATIONAL_ID,APL_NATIONAL_ID National ID of applicant
API_CUSTOMERS_OTHER.APA_LANDMARK,APA_LANDMARK Landmark near address
API_CUSTOMERS_OTHER.APA_ADDRESS3,APA_ADDRESS3 Address Line 3
API_CUSTOMERS_OTHER.APE_DEPARTMENT,APE_DEPARTMENT Stores the department
API_CUSTOMERS_OTHER.APE_EMPLOYEE_ID,APE_EMPLOYEE_ID Stores the Employee ID
API_CUSTOMERS_OTHER.ALT_FTA_TABLE_ATTRIBUTE1,ALT_FTA_TABLE_ATTRIBUTE1 Name of the unit tracking attribute parameter1
API_CUSTOMERS_OTHER.ALT_VALUE1,ALT_VALUE1 Value1
API_CUSTOMERS_OTHER.ALT_FTA_TABLE_ATTRIBUTE2,ALT_FTA_TABLE_ATTRIBUTE2 Name of the unit tracking attribute parameter2
API_CUSTOMERS_OTHER.ALT_VALUE2,ALT_VALUE2 Value2
API_CUSTOMERS_OTHER.ALT_FTA_TABLE_ATTRIBUTE3,ALT_FTA_TABLE_ATTRIBUTE3 Name of the unit tracking attribute parameter3
API_CUSTOMERS_OTHER.ALT_VALUE3,ALT_VALUE3 Value3
API_CUSTOMERS_OTHER.ALT_FTA_TABLE_ATTRIBUTE4,ALT_FTA_TABLE_ATTRIBUTE4 Name of the unit tracking attribute parameter4
API_CUSTOMERS_OTHER.ALT_VALUE4,ALT_VALUE4 Value4
API_CUSTOMERS_OTHER.ALT_FTA_TABLE_ATTRIBUTE5,ALT_FTA_TABLE_ATTRIBUTE5 Name of the unit tracking attribute parameter5
API_CUSTOMERS_OTHER.ALT_VALUE5,ALT_VALUE5 Value5
API_CUSTOMERS_OTHER.ALT_FTA_TABLE_ATTRIBUTE6,ALT_FTA_TABLE_ATTRIBUTE6 Name of the unit tracking attribute parameter6
API_CUSTOMERS_OTHER.ALT_VALUE6,ALT_VALUE6 Value6
API_CUSTOMERS_OTHER.ALT_FTA_TABLE_ATTRIBUTE7,ALT_FTA_TABLE_ATTRIBUTE7 Name of the unit tracking attribute parameter7
API_CUSTOMERS_OTHER.ALT_VALUE7,ALT_VALUE7 Value7
API_CUSTOMERS_OTHER.ALT_FTA_TABLE_ATTRIBUTE8,ALT_FTA_TABLE_ATTRIBUTE8 Name of the unit tracking attribute parameter8
API_CUSTOMERS_OTHER.ALT_VALUE8,ALT_VALUE8 Value8
API_CUSTOMERS_OTHER.ALT_FTA_TABLE_ATTRIBUTE9,ALT_FTA_TABLE_ATTRIBUTE9 Name of the unit tracking attribute parameter9
API_CUSTOMERS_OTHER.ALT_VALUE9,ALT_VALUE9 Value9
API_CUSTOMERS_OTHER.ALT_FTA_TABLE_ATTRIBUTE10,ALT_FTA_TABLE_ATTRIBUTE10 Name of the unit tracking attribute parameter10
API_CUSTOMERS_OTHER.ALT_VALUE10,ALT_VALUE10 Value10
API_CUSTOMERS_OTHER.APL_VISA_NBR,APL_VISA_NBR Other Applicant visa number
API_CUSTOMERS_OTHER.APL_NATIONALITY_CD,APL_NATIONALITY_CD Other Applicant nationality code
API_CUSTOMERS_OTHER.APL_EDUCATION_LEVEL_CD,APL_EDUCATION_LEVEL_CD Other Applicant education level code
API_CUSTOMERS_OTHER.APA_CONFIRMED_IND,APA_CONFIRMED_IND Indicates if the address is confirmed or not
API_CUSTOMERS_OTHER.APT_TIME_ZONE_CD,APT_TIME_ZONE_CD  Stores the Timezone of the other customer
API_CUSTOMERS_OTHER.APL_PA_ADDRESS,APL_PA_ADDRESS Applicant personal address
API_CUSTOMERS_OTHER.APL_KYC_REF_NBR,APL_KYC_REF_NBR Applicant  know your customer reference number
API_CUSTOMERS_OTHER.APL_KYC_STATUS_CD,APL_KYC_STATUS_CD Status Code
API_CUSTOMERS_OTHER.APL_LIAB_NBR,APL_LIAB_NBR Applicant liability number
API_CUSTOMERS_OTHER.APL_BIRTH_PLACE,APL_BIRTH_PLACE    Birth Place
API_CUSTOMERS_OTHER.APL_BIRTH_COUNTRY_CD,APL_BIRTH_COUNTRY_CD Birth Country Code
API_CUSTOMERS_OTHER.APL_US_RES_IND,APL_US_RES_IND Indicates whether the  US Resident   is allowed
API_CUSTOMERS_OTHER.APL_CUSTOMER_CATEGORY_CD,APL_CUSTOMER_CATEGORY_CD Applicant customer category code
API_CUSTOMERS_OTHER.APL_PA_ISSUED_IND,APL_PA_ISSUED_IND Indicates whether the payee issued is currently enabled
API_CUSTOMERS_OTHER.APL_PA_HOLDER_NAME,APL_PA_HOLDER_NAME  Address Holder Name
API_CUSTOMERS_OTHER.APL_PA_HOLDER_ADR_CNTRY_CD,APL_PA_HOLDER_ADR_CNTRY_CD Country Code
API_CUSTOMERS_OTHER.APL_PA_HOLDER_NATIONALITY_CD,APL_PA_HOLDER_NATIONALITY_CD Holder Nationality Code
API_CUSTOMERS_OTHER.APL_PA_HOLDER_PHONE,APL_PA_HOLDER_PHONE Personal  holder phone
API_CUSTOMERS_OTHER.APA_PHONE_ISD_CD,APA_PHONE_ISD_CD Phone ISD code
API_CUSTOMERS_OTHER.APE_PHONE_ISD_CD,APE_PHONE_ISD_CD Phone ISD code
API_CUSTOMERS_OTHER.APL_PA_HOLDER_PHONE_ISD_CD,APL_PA_HOLDER_PHONE_ISD_CD Phone ISD code
API_CUSTOMERS_OTHER.APT_TELECOM_TYPE_CD,APT_TELECOM_TYPE_CD Telecome type of customer  from lookup code
API_CUSTOMERS_OTHER.APT_PHONE_ISD_CD,APT_PHONE_ISD_CD Phone Isd Code
API_CUSTOMERS_OTHER.APT_PHONE_EXTN,APT_PHONE_EXTN Phone Extension of the customer
API_CUSTOMERS_OTHER.APT_PHONE,APT_PHONE Phone Number of the customer
API_CUSTOMERS_OTHER.APL_SCRA_IND,APL_SCRA_IND Stores the scra Indicator
API_CUSTOMERS_OTHER.APL_SCRA_EFFECTIVE_DT,APL_SCRA_EFFECTIVE_DT Stores the scra effective date
API_CUSTOMERS_OTHER.APL_SCRA_ORDER_REF_NBR,APL_SCRA_ORDER_REF_NBR Stores the scra order reference number
API_CUSTOMERS_OTHER.APL_SCRA_RELEASED_DT,APL_SCRA_RELEASED_DT Stores the scra released date
API_CUSTOMERS_OTHER.APE_ACTUAL_PAY_DAY_DT,APE_ACTUAL_PAY_DAY_DT Actual pay day date of the other applicants employment for conversion.
API_CUSTOMERS_OTHER.APA_CUR_CURRENCY_CODE,APA_CUR_CURRENCY_CODE Refers to the current currency code
API_CUSTOMERS_OTHER.APE_CUR_CURRENCY_CODE,APE_CUR_CURRENCY_CODE Refers to the current currency code
API_CUSTOMERS_OTHER.APE_STATED_PAY_DAY_DT,APE_STATED_PAY_DAY_DT Stated pay date
API_CUSTOMERS_OTHER.APA_CUR_CURRENCY_CODE,APA_CUR_CURRENCY_CODE Refers to the current currency code
API_CUSTOMERS_OTHER.APE_CUR_CURRENCY_CODE,APE_CUR_CURRENCY_CODE Refers to the current currency code
API_CUSTOMERS_OTHER.APE_STATED_PAY_DAY_DT,APE_STATED_PAY_DAY_DT Stated pay date
API_CUSTOMERS_OTHER.APL_PAH_HIERARCHY_CODE,APL_PAH_HIERARCHY_CODE Payment Hierarchy Code
API_CUSTOMERS_OTHER.APL_SKIP_IND,APL_SKIP_IND Indicates if current address for business applicant is not valid
API_CUSTOMERS_OTHER.APL_SHARE_CREDIT_INFO_IND,APL_SHARE_CREDIT_INFO_IND Share Credit Opt Out Indicator
API_CUSTOMERS_OTHER.APL_PRIVACY_OPT_OUT_IND,APL_PRIVACY_OPT_OUT_IND Indicates if business applicant has opted out to share privacy information
API_CUSTOMERS_OTHER.APL_DECEASED_DT,APL_DECEASED_DT Deceased date of customer
API_CUSTOMERS_OTHER.APL_STOP_CORR_IND,APL_STOP_CORR_IND Indicates if customer correspondence must be stopped
API_CUSTOMERS_OTHER.APL_UPDATE_CUSTOMER_INFO_IND,APL_UPDATE_CUSTOMER_INFO_IND Customer override indicator
API_CUSTOMERS_OTHER.APL_COMMENTS,APL_COMMENTS Customer Comments
API_CUSTOMERS_OTHER.APL_CREDIT_SOURCE_CD,APL_CREDIT_SOURCE_CD Reference to Credit source code
API_CUSTOMERS_OTHER.APL_CREDIT_SCORE,APL_CREDIT_SCORE Archive:Credit score value
API_CUSTOMERS_OTHER.APL_REFERENCE_NBR,APL_REFERENCE_NBR Reference Number
API_CUSTOMERS_OTHER.APL_CREDIT_SCORE_RECEIVED_DT,APL_CREDIT_SCORE_RECEIVED_DT Credit score received date.
API_CUSTOMERS_OTHER.APL_REASON_CD,APL_REASON_CD Customer Reason code
API_CUSTOMERS_OTHER.APA_PERMISSION_TO_CALL_IND,APA_PERMISSION_TO_CALL_IND Indicates Applicant address Permission to call
API_CUSTOMERS_OTHER.APA_PERMISSION_TO_TEXT_IND,APA_PERMISSION_TO_TEXT_IND Indicates Applicant address Permission to text
API_CUSTOMERS_OTHER.APE_PERMISSION_TO_CALL_IND,APE_PERMISSION_TO_CALL_IND Indicates Applicant employment Permission to call
API_CUSTOMERS_OTHER.APE_PERMISSION_TO_TEXT_IND,APE_PERMISSION_TO_TEXT_IND Indicates Applicant employment Permission to text
API_CUSTOMERS_OTHER.APL_COMMENTS,APL_COMMENTS Customer Comments
API_CUSTOMERS_OTHER.APL_CREDIT_SCORE,APL_CREDIT_SCORE Archive:Credit score value
API_CUSTOMERS_OTHER.APL_CREDIT_SCORE_RECEIVED_DT,APL_CREDIT_SCORE_RECEIVED_DT Credit score received date.
API_CUSTOMERS_OTHER.APL_CREDIT_SOURCE_CD,APL_CREDIT_SOURCE_CD Reference to Credit source code
API_CUSTOMERS_OTHER.APL_CRED_LIMIT_EXPIRY_DT,APL_CRED_LIMIT_EXPIRY_DT Business applicant credit limit expiry date
API_CUSTOMERS_OTHER.APL_CRED_LIMIT_GRADE_CD,APL_CRED_LIMIT_GRADE_CD Reference key to lookup credit limit grade code 
API_CUSTOMERS_OTHER.APL_CRED_LIMIT_MAX_AMT,APL_CRED_LIMIT_MAX_AMT Stores the maximum credit limit amount
API_CUSTOMERS_OTHER.APL_CRED_LIMIT_MAX_LC_RATE,APL_CRED_LIMIT_MAX_LC_RATE Stores the credit limit maximum Late Charge rate
API_CUSTOMERS_OTHER.APL_CRED_LIMIT_RENEW_DT,APL_CRED_LIMIT_RENEW_DT Business applicant credit limit renew date
API_CUSTOMERS_OTHER.APL_CUS_NBR,APL_CUS_NBR Reference Number for Customer
API_CUSTOMERS_OTHER.APL_DECEASED_DT,APL_DECEASED_DT Deceased date of customer
API_CUSTOMERS_OTHER.APL_INSURANCE_OPT_OUT_IND,APL_INSURANCE_OPT_OUT_IND Applicant Insurance Opt Out Indicator
API_CUSTOMERS_OTHER.APL_MARKETING_OPT_OUT_IND,APL_MARKETING_OPT_OUT_IND Applicant Marketing Opt Out Indicator
API_CUSTOMERS_OTHER.APL_PRIVACY_OPT_OUT_IND,APL_PRIVACY_OPT_OUT_IND Indicates if business applicant has opted out to share privacy information
API_CUSTOMERS_OTHER.APL_REASON_CD,APL_REASON_CD Customer Reason code
API_CUSTOMERS_OTHER.APL_REFERENCE_NBR,APL_REFERENCE_NBR Reference Number
API_CUSTOMERS_OTHER.APL_SHARE_CREDIT_INFO_IND,APL_SHARE_CREDIT_INFO_IND Share Credit Opt Out Indicator
API_CUSTOMERS_OTHER.APL_SHARE_CR_OPT_OUT_IND,APL_SHARE_CR_OPT_OUT_IND Staging :  Share Credit Opt Out Indicator
API_CUSTOMERS_OTHER.APL_SKIP_IND,APL_SKIP_IND Indicates if current address for business applicant is not valid
API_CUSTOMERS_OTHER.APL_STOP_CORR_IND,APL_STOP_CORR_IND Indicates if customer correspondence must be stopped
API_CUSTOMERS_OTHER.APL_UPDATE_CUSTOMER_INFO_IND,APL_UPDATE_CUSTOMER_INFO_IND Customer override indicator
API_CUSTOMERS_OTHER.APL_UTILIZATION_PERC,APL_UTILIZATION_PERC Stores the applicant credit limit utilization percentage
API_CUSTOMERS_OTHER.APT_PERMISSION_TO_CALL_IND,APT_PERMISSION_TO_CALL_IND Indicates Applicant telecom Permission to call
API_CUSTOMERS_OTHER.APT_PERMISSION_TO_TEXT_IND,APT_PERMISSION_TO_TEXT_IND Indicates Applicant telecom Permission to text
API_CUSTOMERS_OTHER.CREATED_BY,CREATED_BY Standard Who
API_CUSTOMERS_OTHER.CREATION_DATE,CREATION_DATE Standard Who
API_ASSETS.ASE_APP_ORIG_SYS_XREF,ASE_APP_ORIG_SYS_XREF Reference key to asset/collateral of legacy system
API_ASSETS.ASE_CONDITION_CD,ASE_CONDITION_CD The condition of the asset  such as Excellent  Good  Poor
API_ASSETS.AVL_VALUATION_SOURCE_CD,AVL_VALUATION_SOURCE_CD Source of the valuation  such as NADN - NADA New  BRKR - Broker on which this valuation is based
API_ASSETS.ATA_VALUE5,ATA_VALUE5 The value of the asset tracking attribute 5
API_ASSETS.ATR_AAT_TYPE5,ATR_AAT_TYPE5 Reference key to the asset attribute type 5
API_ASSETS.AVL_ADDONS_VAL,AVL_ADDONS_VAL Valuation of the addons that are with the asset
API_ASSETS.ATA_FTA_TABLE_ATTRIBUTE5,ATA_FTA_TABLE_ATTRIBUTE5 Name of the asset tracking attribute parameter 5
API_ASSETS.ASE_LOT,ASE_LOT The asset lot number
API_ASSETS.AVL_CURRENCY_USAGE_VAL,AVL_CURRENCY_USAGE_VAL Currency usage value
API_ASSETS.ASE_PRIMARY_IND,ASE_PRIMARY_IND Indicator specifying whether the asset is the primary asset or not
API_ASSETS.ASE_ASSET_CLASS_CD,ASE_ASSET_CLASS_CD The asset class  such as New  Used
API_ASSETS.ASE_AST_TYPE,ASE_AST_TYPE The type of the asset  such as Vehicle  Home  Goods
API_ASSETS.ASE_ASB_TYPE,ASE_ASB_TYPE The sub type of the asset  such as Car  Single_Fam  Gen_Equipment
API_ASSETS.ASE_IDENTIFICATION_NBR,ASE_IDENTIFICATION_NBR The unique identification number for the asset for example  VIN for a vehicle
API_ASSETS.ASE_REGISTRATION_NBR,ASE_REGISTRATION_NBR The registration number of the asset
API_ASSETS.ASE_ASSET_STATUS_CD,ASE_ASSET_STATUS_CD The status of the asset  such as Active  New  Undefined
API_ASSETS.ASE_YEAR,ASE_YEAR The calendar year in which the asset was created
API_ASSETS.ASE_MAKE,ASE_MAKE The make of the asset  such as Mercedes  Volvo
API_ASSETS.ASE_MODEL,ASE_MODEL The model of the asset  such as Camry  Jetta
API_ASSETS.ASE_BODY,ASE_BODY The asset body type such as 2-door  4-door
API_ASSETS.ASE_ADDRESS1,ASE_ADDRESS1 Address line 1 of the asset
API_ASSETS.ASE_ADDRESS2,ASE_ADDRESS2 Address line 2 of the asset
API_ASSETS.ASE_ZIP,ASE_ZIP The zip code component of the asset address
API_ASSETS.ASE_CITY,ASE_CITY The city component of the asset address
API_ASSETS.ASE_STATE_CD,ASE_STATE_CD State component of the asset address  such as MN - Minnesota  IA - Iowa
API_ASSETS.ASE_ZIP_EXTN,ASE_ZIP_EXTN The zip code extension component of the asset address
API_ASSETS.ASE_COUNTRY_CD,ASE_COUNTRY_CD The country of the asset address
API_ASSETS.ASE_COUNTY_CD,ASE_COUNTY_CD The county portion of the asset address
API_ASSETS.ASE_USAGE_START,ASE_USAGE_START The starting usage figure for the asset
API_ASSETS.ASE_USAGE_BASE,ASE_USAGE_BASE The base amount of usage for the asset
API_ASSETS.ASE_USAGE_EXTRA,ASE_USAGE_EXTRA The amount of extra usage of the asset
API_ASSETS.ASE_USAGE_TOTAL,ASE_USAGE_TOTAL The total usage of the asset
API_ASSETS.ASE_USAGE_CHARGE,ASE_USAGE_CHARGE Rate of charge (US $) per usage unit of the asset
API_ASSETS.AVL_VALUATION_DT,AVL_VALUATION_DT Date on which this valuation was carried out
API_ASSETS.AVL_VALUATION_EDITION,AVL_VALUATION_EDITION Edition of the valuation source on which this valuation is based
API_ASSETS.AVL_VALUATION_SUPPLEMENT,AVL_VALUATION_SUPPLEMENT Supplement of the valuation source on which this valuation is based
API_ASSETS.AVL_USAGE,AVL_USAGE The number of usage units accrued on the asset at the time of valuation
API_ASSETS.AVL_RETAIL_VAL,AVL_RETAIL_VAL Retail valuation for the asset
API_ASSETS.AVL_WHOLESALE_VAL,AVL_WHOLESALE_VAL Wholesale valuation of the asset
API_ASSETS.AVL_USAGE_VAL,AVL_USAGE_VAL The monetary value of the accrued usage units at the time of valuation
API_ASSETS.AVL_ADDONS_VAL,AVL_ADDONS_VAL Valuation of the addons that are with the asset
API_ASSETS.ATA_FTA_TABLE_ATTRIBUTE1,ATA_FTA_TABLE_ATTRIBUTE1 Name of the asset tracking attribute parameter 1
API_ASSETS.ATA_VALUE1,ATA_VALUE1 The value of the asset tracking attribute 1
API_ASSETS.ATA_FTA_TABLE_ATTRIBUTE2,ATA_FTA_TABLE_ATTRIBUTE2 Name of the asset tracking attribute parameter 2
API_ASSETS.ATA_VALUE2,ATA_VALUE2 The value of the asset tracking attribute 2
API_ASSETS.ATA_FTA_TABLE_ATTRIBUTE3,ATA_FTA_TABLE_ATTRIBUTE3 Name of the asset tracking attribute parameter 3
API_ASSETS.ATA_VALUE3,ATA_VALUE3 The value of the asset tracking attribute 3
API_ASSETS.ATA_FTA_TABLE_ATTRIBUTE4,ATA_FTA_TABLE_ATTRIBUTE4 Name of the asset tracking attribute parameter 4
API_ASSETS.ATA_VALUE4,ATA_VALUE4 The value of the asset tracking attribute 4
API_ASSETS.ATA_FTA_TABLE_ATTRIBUTE5,ATA_FTA_TABLE_ATTRIBUTE5 Name of the asset tracking attribute parameter 5
API_ASSETS.ATR_AAT_TYPE1,ATR_AAT_TYPE1 Reference key to the asset attribute type 1
API_ASSETS.ATR_VALUE1,ATR_VALUE1 The value of the asset attribute 1
API_ASSETS.ATR_AAT_TYPE2,ATR_AAT_TYPE2 Reference key to the asset attribute type 2
API_ASSETS.ATR_VALUE2,ATR_VALUE2 The value of the asset attribute 2
API_ASSETS.ATR_AAT_TYPE3,ATR_AAT_TYPE3 Reference key to the asset attribute type 3
API_ASSETS.ATR_VALUE3,ATR_VALUE3 The value of the asset attribute 3
API_ASSETS.ATR_AAT_TYPE4,ATR_AAT_TYPE4 Reference key to the asset attribute type 4
API_ASSETS.ATR_VALUE4,ATR_VALUE4 The value of the asset attribute 4
API_ASSETS.ATR_VALUE5,ATR_VALUE5 The value of the asset attribute 5
API_ASSETS.ATR_AAT_DESC1,ATR_AAT_DESC1 Stores description for attribute #1 and it is used for converting accounts from other system
API_ASSETS.ATR_AAT_DESC2,ATR_AAT_DESC2 Stores description for attribute #2 and it is used for converting accounts from other system
API_ASSETS.ATR_AAT_DESC3,ATR_AAT_DESC3 Stores description for attribute #3 and it is used for converting accounts from other system
API_ASSETS.ATR_AAT_DESC4,ATR_AAT_DESC4 Stores description for attribute #4 and it is used for converting accounts from other system
API_ASSETS.ATR_AAT_DESC5,ATR_AAT_DESC5 Stores description for attribute #5 and it is used for converting accounts from other system
API_ASSETS.ASE_COUNTRY_CD,ASE_COUNTRY_CD The country of the asset address
API_ASSETS.ASE_REPO_FORC_TYPE_CD,ASE_REPO_FORC_TYPE_CD Repo-Foreclosure type
API_ASSETS.ASE_REPO_FORC_DISPOSITION_CD,ASE_REPO_FORC_DISPOSITION_CD Repo-Foreclosure disposition code
API_ASSETS.ASE_REPO_FORC_DT,ASE_REPO_FORC_DT Repo-Foreclosure start date
API_ASSETS.ASE_REPO_FORC_FILE_RCVD_DT,ASE_REPO_FORC_FILE_RCVD_DT Repo-Foreclosure file received date
API_ASSETS.ASE_REPO_FORC_END_DT,ASE_REPO_FORC_END_DT Repo-Foreclosure end date
API_ASSETS.ASE_REPO_FORC_COMMENT,ASE_REPO_FORC_COMMENT Repo-Foreclosure comment
API_ASSETS.ASE_LEGAL_DESC,ASE_LEGAL_DESC The asset legal description
API_ASSETS.ASE_LOT,ASE_LOT The asset lot number
API_ASSETS.ASE_SUB_DIVISION,ASE_SUB_DIVISION The asset sub division
API_ASSETS.ASE_PARCEL_ID_NBR,ASE_PARCEL_ID_NBR The asset parcel identification number
API_ASSETS.ASE_METE_BONDS_IND,ASE_METE_BONDS_IND Indicates if asset is on a land where surveyed with the Metes and Bounds surveying system
